time_s0,RF_swing_s0,time_s1,RF_swing_s1,time_s2,RF_swing_s2,time_s3,RF_swing_s3,time_s4,RF_swing_s4,time_s5,RF_swing_s5,time_s6,RF_swing_s6,time_s7,RF_swing_s7,time_s8,RF_swing_s8,time_s9,RF_swing_s9,time_s10,RF_swing_s10,time_s11,RF_swing_s11,time_s12,RF_swing_s12,time_s13,RF_swing_s13,time_s14,RF_swing_s14
127.66,0.3533,138.7133,0.3367,143.8567,0.1333,134.3433,0.38,114.6367,0.2733,131.2967,0.2867,125.0133,0.32,130.8467,0.3467,142.9267,0.4833,142.49,0.4367,117.7633,0.37,123.08,0.3633,130.5733,0.3833,133.77,0.3667,149.9967,0.4233
128.74,0.3667,139.8233,0.3567,144.67,0.1333,135.5533,0.3967,115.6233,0.2933,132.3533,0.3367,126.0567,0.3267,132.0433,0.4,144.13,0.4633,143.7033,0.4333,118.76,0.37,124.1567,0.3833,131.5767,0.3867,134.9367,0.38,151.5133,0.41
129.85,0.3267,140.9233,0.3433,146.0167,0.1367,136.7033,0.3533,116.5767,0.2933,133.4633,0.3733,127.05,0.3067,133.1333,0.3267,145.3533,0.49,144.94,0.4533,119.7533,0.3567,125.16,0.3833,132.5967,0.4133,136.1767,0.4167,152.7767,0.3967
130.93,0.35,142.06,0.3433,147.0267,0.1967,137.81,0.35,117.6,0.3833,134.5667,0.3667,128.11,0.33,134.23,0.39,146.5833,0.45,146.2067,0.4667,120.7033,0.3533,126.15,0.3333,133.59,0.4,137.3,0.3967,154.1367,0.35
132.0533,0.35,143.19,0.3667,148.0,0.21,138.9633,0.3733,118.5633,0.2833,135.68,0.33,129.1133,0.3467,135.3933,0.3867,147.87,0.5167,147.5633,0.42,121.6467,0.3633,127.1367,0.3267,134.57,0.3967,138.3733,0.3567,155.5767,0.46
133.1233,0.3367,144.3067,0.3367,148.94,0.1767,140.1233,0.27,119.5033,0.2933,136.7867,0.4,130.12,0.3033,136.5367,0.39,149.0133,0.4467,148.86,0.4667,122.6267,0.3667,128.12,0.36,135.59,0.4,139.5067,0.27,156.9767,0.46
134.2167,0.3533,145.46,0.3633,149.8833,0.1633,141.3,0.3733,120.4967,0.2767,137.8733,0.3733,131.1767,0.3367,137.6433,0.3567,150.2767,0.4933,150.08,0.4367,123.61,0.3467,129.14,0.3567,136.5667,0.3667,140.6567,0.3767,158.3767,0.4167
135.3167,0.2867,146.61,0.3833,150.8767,0.2533,142.4667,0.3633,121.49,0.2833,139.1067,0.3567,132.21,0.33,138.8167,0.3633,151.5033,0.47,151.2867,0.43,124.5667,0.3567,130.13,0.3833,137.6,0.3933,141.8733,0.4167,159.85,0.4367
136.3633,0.3133,147.7533,0.3467,151.82,0.2267,143.66,0.38,122.4367,0.36,140.2233,0.3133,133.1967,0.33,139.95,0.3833,152.7567,0.49,152.4833,0.4367,125.5567,0.3633,131.1367,0.3767,138.64,0.4,143.02,0.38,161.1967,0.45
137.4467,0.35,148.9233,0.3067,152.8167,0.29,144.8367,0.3767,123.3967,0.28,141.3233,0.3567,134.2433,0.34,141.0467,0.39,154.0,0.4533,153.7233,0.4567,126.54,0.3567,132.15,0.39,139.7033,0.4367,144.1567,0.3767,162.65,0.4967
138.5733,0.3433,150.07,0.3467,153.81,0.1867,145.78,0.28,124.39,0.2767,142.4567,0.38,135.2833,0.3167,142.19,0.3767,155.2567,0.4767,154.97,0.44,127.52,0.3233,133.1633,0.3867,140.7233,0.39,145.3167,0.3933,164.1067,0.4
139.6167,0.36,151.27,0.3333,154.74,0.23,147.2833,0.3433,125.3467,0.29,143.5933,0.3433,136.3133,0.3533,143.3033,0.3533,156.4433,0.46,156.2367,0.4533,128.5067,0.3533,134.1533,0.32,141.7467,0.3733,146.52,0.42,165.34,0.4133
140.74,0.37,152.4167,0.3,155.6767,0.2433,148.49,0.4167,126.3033,0.2967,144.72,0.3033,137.3667,0.3433,144.3967,0.3667,157.6967,0.47,157.46,0.4333,129.4933,0.37,135.1667,0.34,142.7467,0.39,147.7467,0.4133,166.7767,0.3667
141.8333,0.3633,153.5633,0.3667,156.6767,0.25,149.6933,0.3433,127.2933,0.2767,145.81,0.3267,138.4133,0.35,145.5033,0.36,158.95,0.48,158.7333,0.4467,130.49,0.36,136.1833,0.34,143.7133,0.35,148.88,0.39,168.1267,0.4867
142.9467,0.3467,154.7633,0.38,157.6467,0.25,150.83,0.3567,128.2433,0.2967,146.98,0.4167,139.4767,0.3133,146.6267,0.3833,160.11,0.4667,160.0333,0.4633,131.4867,0.3533,137.1933,0.3767,144.7533,0.4333,149.9867,0.3667,169.47,0.3733
143.99,0.33,155.94,0.3167,158.6533,0.1667,152.0367,0.3833,129.1533,0.2767,148.0767,0.35,140.5433,0.35,147.76,0.38,161.2833,0.4433,161.4167,0.4667,132.5,0.3733,138.2367,0.35,145.7167,0.3667,151.1033,0.3867,170.6567,0.2933
145.1167,0.3267,157.1,0.3533,159.6367,0.27,153.2433,0.3533,130.1267,0.3033,149.17,0.3167,141.6033,0.3567,148.8867,0.3767,162.5233,0.4667,163.73,0.2967,133.5267,0.3367,139.3333,0.39,146.7167,0.4033,152.22,0.3833,171.94,0.3367
146.2167,0.3733,158.2267,0.3333,160.6267,0.2933,154.3967,0.3767,131.1667,0.2967,150.2967,0.3633,142.6467,0.3433,150.0267,0.37,163.7633,0.46,165.2233,0.4533,134.5567,0.38,140.3667,0.3833,147.66,0.3533,153.3633,0.3933,173.13,0.3
147.3033,0.37,159.47,0.3733,161.5367,0.2,155.5533,0.3633,132.1433,0.2833,151.41,0.3467,143.6867,0.3667,151.1567,0.4067,165.1133,0.5333,166.5367,0.4333,135.5967,0.3767,141.4333,0.3467,148.59,0.3433,154.5167,0.3733,174.4233,0.4533
148.4167,0.3433,160.6967,0.3233,162.5033,0.1867,156.7267,0.3667,133.1,0.29,152.5167,0.3567,144.6967,0.29,152.3033,0.3833,166.42,0.5167,167.8267,0.4567,136.7267,0.3967,142.6467,0.4967,149.5267,0.3267,155.6367,0.3867,175.71,0.3067
149.5267,0.3467,161.87,0.3167,163.5333,0.2167,157.93,0.3567,133.9967,0.2833,153.61,0.4067,145.7233,0.3167,153.3967,0.3467,167.6967,0.52,169.12,0.4467,137.91,0.4333,143.7,0.4067,150.49,0.39,156.7933,0.3933,177.0567,0.3567
150.5967,0.35,163.0167,0.3433,164.4767,0.2333,159.17,0.3833,134.9633,0.28,154.7033,0.3833,146.7767,0.35,154.5067,0.3867,168.9067,0.45,170.3933,0.44,139.1267,0.4033,144.77,0.3667,151.39,0.3167,157.95,0.3933,178.4433,0.5033
151.7233,0.35,164.2333,0.3867,165.4267,0.21,160.3367,0.3633,135.92,0.2833,155.8833,0.3433,147.7967,0.2667,155.6767,0.3633,170.1333,0.45,171.6767,0.4733,140.2133,0.41,145.81,0.4,152.49,0.51,159.0767,0.3633,179.8267,0.44
152.7967,0.3533,165.4433,0.32,166.38,0.1867,161.49,0.3733,136.9367,0.2867,157.0467,0.3467,148.8667,0.3467,156.8,0.3867,171.3967,0.4833,172.8967,0.4633,141.2967,0.4033,146.87,0.39,153.41,0.3533,160.2667,0.4633,181.3767,0.4733
153.84,0.3167,166.6667,0.3067,167.3167,0.1733,162.6833,0.3767,137.9333,0.29,158.1567,0.3833,149.9433,0.3833,157.91,0.3567,172.6533,0.4933,174.12,0.4567,142.3833,0.39,147.94,0.3633,154.41,0.3967,161.4833,0.41,182.7033,0.4733
154.8767,0.3267,168.0,0.41,168.24,0.2167,163.81,0.3633,138.9067,0.2833,159.2933,0.4133,150.9733,0.3167,159.03,0.3833,173.88,0.4733,175.3667,0.44,143.4467,0.36,148.9933,0.4067,155.3833,0.3567,162.6667,0.4167,184.1867,0.4733
155.9567,0.3633,169.25,0.36,169.18,0.2467,164.99,0.35,139.9167,0.2833,160.43,0.3533,152.0,0.3133,160.0767,0.3633,175.1567,0.48,176.6067,0.4367,144.5067,0.4,150.0233,0.3667,156.4267,0.4233,163.7867,0.37,185.5167,0.3867
157.02,0.29,170.4667,0.3633,170.0967,0.2067,166.2133,0.3767,140.8533,0.29,161.5533,0.37,153.0433,0.36,161.1767,0.3733,176.39,0.4767,177.87,0.4533,145.5233,0.3733,151.06,0.3433,157.3233,0.3067,164.9333,0.39,186.9,0.3733
158.1,0.3833,171.6233,0.31,171.0133,0.21,167.3567,0.3767,141.85,0.2967,162.71,0.3833,154.08,0.33,162.3167,0.3567,177.5333,0.4867,179.14,0.4633,146.55,0.34,152.1033,0.3567,158.2833,0.3867,166.09,0.4067,188.1967,0.44
159.22,0.3433,172.9467,0.3933,171.8933,0.16,168.5033,0.34,142.8167,0.28,163.8833,0.3933,155.13,0.26,163.46,0.3533,178.7667,0.4633,180.37,0.4433,147.5633,0.3667,153.14,0.35,159.21,0.34,167.23,0.3867,189.4833,0.3567
160.2933,0.3433,174.1433,0.3167,172.79,0.2267,169.6433,0.37,143.77,0.2933,165.0467,0.4167,156.2567,0.33,164.56,0.3533,180.0933,0.4967,181.5767,0.4333,148.5867,0.3733,154.1733,0.3967,160.1333,0.3567,168.3667,0.38,190.8,0.35
161.3867,0.36,176.0667,0.46,173.7233,0.2333,170.8233,0.3733,144.7567,0.3,166.2367,0.41,157.3367,0.3633,165.7233,0.3667,181.3467,0.4833,182.79,0.42,149.57,0.3433,155.2033,0.3733,161.08,0.3567,169.5367,0.3767,192.3367,0.44
162.4633,0.35,177.73,0.35,174.6133,0.2233,172.0167,0.39,145.7567,0.2867,167.3733,0.3533,158.3933,0.3167,166.8433,0.3333,182.68,0.53,183.98,0.44,150.57,0.3767,156.22,0.39,162.0767,0.4333,170.71,0.38,193.9133,0.47
163.5367,0.34,179.19,0.34,175.5733,0.2267,173.1767,0.3633,146.7,0.2733,168.5067,0.35,159.4667,0.3167,167.9067,0.3567,183.9367,0.47,185.27,0.4567,151.5433,0.31,157.2667,0.3533,162.99,0.37,171.8167,0.3733,195.1767,0.4067
164.7,0.3967,180.4467,0.3567,176.4633,0.1367,174.3467,0.36,147.6367,0.28,169.63,0.38,160.6267,0.34,169.02,0.35,185.2033,0.4967,186.4967,0.4433,152.5267,0.35,158.2833,0.3767,163.8967,0.3367,173.0033,0.42,196.4867,0.3733
165.7433,0.3233,181.7767,0.3833,194.71,0.1233,175.5,0.36,148.5533,0.2667,170.7333,0.3233,161.6,0.29,170.1233,0.34,186.4567,0.4833,187.72,0.46,153.5133,0.3567,159.3233,0.3567,164.8267,0.37,174.22,0.4167,197.91,0.4367
166.8267,0.4,183.02,0.2967,195.81,0.2033,176.6333,0.3533,149.53,0.28,171.85,0.34,162.7467,0.2,171.19,0.34,187.78,0.5,188.9233,0.4267,154.4933,0.3633,160.3567,0.3767,165.7767,0.3633,175.3933,0.4067,199.3,0.3967
167.91,0.33,184.2867,0.3867,196.8333,0.26,177.7933,0.3533,150.46,0.28,172.99,0.34,164.1033,0.43,172.2833,0.3533,189.15,0.5067,190.1767,0.4467,155.46,0.3467,161.3367,0.33,166.7433,0.35,176.57,0.4167,200.8667,0.52
169.02,0.3633,185.48,0.37,197.73,0.2233,178.9467,0.3567,151.46,0.2967,174.1667,0.3767,165.23,0.3533,173.4633,0.3367,190.64,0.5333,191.4267,0.4433,156.4267,0.3467,162.31,0.3567,167.7333,0.4,177.72,0.3967,202.0633,0.4333
170.09,0.3367,186.6933,0.3767,198.7267,0.2367,180.09,0.3167,152.4267,0.2767,175.2967,0.3367,166.3267,0.3567,174.5567,0.3667,191.95,0.4833,192.7167,0.45,157.4233,0.3567,163.32,0.3833,168.64,0.3533,178.87,0.4,203.83,0.6233
171.1633,0.3567,187.9467,0.32,199.66,0.2433,181.2967,0.3933,153.3633,0.2967,176.43,0.3933,167.3933,0.32,175.6533,0.35,192.77,0.3133,193.9133,0.44,158.41,0.31,164.3233,0.39,169.5333,0.36,180.1,0.4067,205.2667,0.5133
172.24,0.3333,189.1633,0.3133,200.5633,0.1633,182.4767,0.3467,154.6767,0.44,177.65,0.4,168.5333,0.3567,176.78,0.3267,193.9667,0.26,195.14,0.4233,159.3833,0.36,165.3333,0.3667,170.44,0.32,181.2733,0.41,206.61,0.3267
173.2967,0.3333,190.37,0.2867,201.47,0.2067,183.65,0.37,155.6933,0.2867,178.8367,0.31,169.67,0.37,177.96,0.3733,195.3533,0.5267,196.3833,0.4433,160.3833,0.3667,166.34,0.3333,171.3667,0.35,182.45,0.4167,207.93,0.4033
174.38,0.34,191.6033,0.3767,202.28,0.1833,184.7967,0.3233,156.68,0.3233,180.0067,0.3767,170.77,0.3367,179.3233,0.42,196.8033,0.5767,197.5667,0.4333,161.3567,0.3467,167.3333,0.3867,172.36,0.3967,183.6267,0.3967,209.43,0.46
175.5433,0.3867,192.75,0.2933,206.38,0.16,185.97,0.3667,157.6233,0.27,181.1067,0.13,171.8067,0.35,180.5267,0.3467,198.1633,0.51,198.8167,0.45,162.34,0.35,168.37,0.38,173.39,0.4133,184.78,0.3933,210.9067,0.48
176.5833,0.3267,193.9567,0.3767,207.4133,0.1867,187.1067,0.36,158.5667,0.2867,182.3433,0.2233,172.89,0.3467,181.8167,0.4167,199.4167,0.48,200.06,0.4367,163.35,0.3733,169.4233,0.38,174.36,0.33,185.9633,0.3967,212.4367,0.4667
177.69,0.3567,195.17,0.3567,208.43,0.2067,188.2933,0.3467,159.5133,0.27,183.5933,0.3067,173.9333,0.29,182.9467,0.3567,200.7633,0.5,201.2867,0.4333,164.33,0.3233,170.46,0.35,175.51,0.5567,187.2633,0.4267,213.9567,0.45
178.8133,0.3667,196.3033,0.2933,209.4,0.2467,189.4733,0.3533,160.5,0.3467,184.81,0.3867,175.0133,0.3167,184.08,0.4,202.11,0.5333,202.5033,0.44,165.3033,0.3467,171.4767,0.3933,176.3867,0.32,188.7033,0.4867,215.47,0.5667
179.9567,0.3767,197.4633,0.3667,210.1633,0.2167,190.6633,0.3367,161.49,0.3367,185.9467,0.41,176.1333,0.3267,185.2633,0.3867,203.2733,0.4367,203.7033,0.4333,166.32,0.3867,172.5,0.37,177.3367,0.3767,189.9333,0.3967,217.1333,0.52
181.1133,0.3533,198.74,0.4067,211.1233,0.2167,191.8267,0.35,162.43,0.27,187.12,0.4167,177.2467,0.3633,186.4,0.3833,204.5167,0.48,204.93,0.4267,167.3133,0.3433,173.5067,0.39,178.33,0.45,191.1067,0.41,218.5833,0.48
182.2733,0.35,199.9667,0.35,212.0867,0.1733,193.0333,0.3467,163.3433,0.2933,188.34,0.4133,178.29,0.3567,187.5733,0.36,205.6467,0.44,206.14,0.4267,168.2867,0.3433,174.5367,0.34,179.2833,0.35,192.2567,0.4,220.0167,0.4233
183.5533,0.41,201.1667,0.3633,213.1167,0.2333,194.1867,0.36,164.3067,0.28,189.4967,0.3467,179.29,0.3367,188.65,0.3767,206.95,0.5033,207.34,0.42,169.3133,0.3967,175.56,0.38,180.31,0.45,193.36,0.3633,221.3833,0.3567
184.5,0.3633,202.2733,0.3033,214.1967,0.1433,195.3867,0.3933,165.28,0.2767,190.61,0.4067,180.2833,0.3067,189.7767,0.3533,208.2233,0.4867,208.58,0.45,170.3,0.3167,176.5467,0.3667,181.31,0.43,194.4767,0.3767,222.8667,0.4033
185.7433,0.32,203.4433,0.37,215.1367,0.2167,196.5433,0.3433,166.2533,0.2667,191.7333,0.38,181.3133,0.3333,190.9167,0.3467,209.52,0.4967,209.81,0.4333,171.24,0.32,177.57,0.41,182.25,0.3533,195.55,0.37,224.23,0.4633
186.8167,0.4033,204.63,0.3833,216.1767,0.3033,197.6967,0.35,167.21,0.28,192.8667,0.3667,182.3433,0.3333,192.0433,0.4033,210.7767,0.49,210.97,0.41,172.2433,0.3633,178.62,0.39,183.27,0.4433,196.67,0.4167,225.7367,0.4333
187.8967,0.3467,205.86,0.3433,217.2267,0.2467,198.8833,0.37,168.1767,0.2767,193.9767,0.2867,183.42,0.3333,193.16,0.36,211.9733,0.4667,212.14,0.42,173.2033,0.36,179.6133,0.3833,184.23,0.38,197.84,0.41,227.1133,0.3967
189.03,0.35,207.1033,0.3167,218.4433,0.2933,200.1167,0.37,169.16,0.3367,195.1033,0.3533,184.5033,0.3467,194.26,0.36,213.1667,0.4433,213.3633,0.42,174.1833,0.33,180.62,0.3833,185.1533,0.3733,199.0167,0.4133,228.48,0.3967
190.1167,0.3633,208.2367,0.35,219.5267,0.26,201.33,0.37,170.1033,0.2867,196.21,0.43,185.5533,0.3267,195.39,0.3633,214.45,0.5033,214.5733,0.4267,175.14,0.35,181.63,0.35,186.09,0.36,200.1967,0.42,229.7867,0.3633
191.2433,0.3533,209.3867,0.3067,220.6233,0.3267,202.5167,0.3733,171.0967,0.2967,197.4033,0.2933,186.6467,0.3767,196.49,0.3733,215.6433,0.4667,215.7633,0.4233,176.1233,0.35,182.63,0.39,186.9967,0.3367,201.3667,0.3933,231.26,0.4467
192.3733,0.3467,210.5433,0.37,221.8067,0.34,203.6667,0.3433,172.0433,0.29,198.4867,0.3933,187.6667,0.3567,197.5733,0.3733,216.9,0.4867,216.97,0.4433,177.0967,0.36,183.6133,0.4,187.9133,0.34,202.51,0.4033,232.7033,0.4433
193.51,0.3867,211.73,0.3733,222.92,0.3033,204.8333,0.35,172.98,0.3133,199.6433,0.3967,188.7233,0.3367,198.68,0.3433,218.2233,0.5167,218.1733,0.4333,178.0633,0.3567,184.5667,0.3633,188.8233,0.3467,203.65,0.4033,234.1367,0.4467
194.6433,0.3667,212.91,0.3,223.9733,0.2533,205.9833,0.18,173.9067,0.2767,200.7967,0.3967,189.77,0.31,199.8033,0.37,219.4967,0.49,219.39,0.4433,179.03,0.3533,185.51,0.3533,189.7633,0.4033,204.82,0.4167,235.5833,0.43
195.6967,0.3633,214.1133,0.3767,225.0867,0.2967,207.21,0.24,174.87,0.27,201.88,0.4133,190.7567,0.2767,200.9133,0.36,220.74,0.5133,220.6167,0.4567,179.9833,0.33,186.4333,0.3667,190.65,0.3233,205.9833,0.4167,237.0367,0.5
196.7867,0.33,215.2933,0.3733,226.14,0.2733,208.4167,0.3667,175.8367,0.3,203.0667,0.4167,191.7967,0.35,202.0067,0.3667,221.87,0.42,221.8567,0.4367,180.94,0.36,187.43,0.3567,191.5967,0.3833,207.0767,0.3867,238.55,0.5067
197.8733,0.34,216.4767,0.3233,227.2467,0.3333,209.59,0.3467,176.81,0.3233,204.25,0.39,192.84,0.3667,203.09,0.32,223.0533,0.4233,223.07,0.44,181.91,0.3567,188.39,0.31,192.49,0.3533,208.2333,0.37,239.99,0.4833
199.04,0.34,217.65,0.37,228.28,0.2133,210.7267,0.3667,177.7833,0.28,205.3867,0.4067,193.84,0.3233,204.2167,0.38,224.2667,0.4633,224.2567,0.4333,182.8967,0.3567,189.36,0.3367,193.37,0.3467,209.42,0.4233,241.54,0.5
200.1633,0.37,218.8033,0.35,229.4167,0.3033,211.8967,0.3567,178.75,0.2733,206.52,0.3033,194.8933,0.3433,205.35,0.3833,225.4933,0.43,225.45,0.4367,183.91,0.3933,190.3933,0.38,194.2767,0.36,210.55,0.4133,243.1,0.4967
201.2867,0.3633,219.9833,0.36,230.4767,0.31,213.1733,0.3867,179.6967,0.27,207.6433,0.33,195.8967,0.3,206.4133,0.3567,226.7367,0.45,226.6833,0.4333,184.9267,0.3767,191.41,0.3833,195.19,0.3667,211.6333,0.3933,244.6167,0.5
202.4167,0.38,221.2,0.33,231.6,0.29,214.3567,0.3567,180.6933,0.3267,208.7767,0.3533,196.9233,0.3433,207.5233,0.38,227.96,0.51,227.9167,0.4333,185.9,0.3333,192.4067,0.33,196.1333,0.3667,212.7467,0.3633,246.1333,0.3933
203.52,0.3533,222.4067,0.37,232.63,0.33,215.4,0.0967,181.5633,0.2533,209.92,0.3767,197.97,0.3333,208.5933,0.3767,229.26,0.4833,229.1833,0.45,186.9033,0.3333,193.42,0.3367,197.0033,0.34,213.9133,0.39,247.5633,0.4333
204.5967,0.3833,223.59,0.3633,233.76,0.2933,216.6833,0.28,182.54,0.2967,211.09,0.41,199.04,0.3833,209.67,0.38,230.5367,0.5033,230.41,0.42,187.86,0.3033,194.4267,0.3267,197.89,0.3467,215.1667,0.4267,249.06,0.4467
205.73,0.3733,224.75,0.3067,234.7333,0.2767,217.9333,0.44,183.5033,0.3,212.1833,0.4133,200.09,0.3233,210.7967,0.3433,231.77,0.4767,231.61,0.44,188.8633,0.3733,195.4533,0.3567,198.8333,0.3433,216.47,0.4367,250.54,0.4733
206.8167,0.3433,225.8967,0.3267,235.8633,0.3267,219.16,0.4267,184.47,0.2833,213.3567,0.34,201.13,0.3267,211.8867,0.3567,232.9733,0.44,232.85,0.45,189.8933,0.3433,196.4833,0.3267,199.7933,0.3567,217.7633,0.4467,251.91,0.4367
207.88,0.36,226.99,0.3,236.96,0.2933,220.36,0.3667,185.46,0.2967,214.4867,0.3733,202.1967,0.3633,212.97,0.3433,234.21,0.47,234.07,0.43,190.91,0.31,197.48,0.3567,200.7233,0.3567,218.9967,0.4433,253.2933,0.4467
208.9733,0.3367,228.1467,0.3,238.0467,0.2933,221.5267,0.3433,186.39,0.28,215.6633,0.3933,203.2467,0.3533,214.05,0.34,235.43,0.4833,235.34,0.4367,191.9033,0.3567,198.5067,0.3333,201.5933,0.3333,220.2,0.38,254.8067,0.3833
210.0933,0.3433,229.2967,0.3533,239.14,0.3133,222.7433,0.3567,187.3533,0.2867,216.83,0.3567,204.27,0.3267,215.1333,0.3767,236.6367,0.4633,236.5567,0.4433,192.9267,0.3533,199.53,0.3467,202.5533,0.3733,221.36,0.3933,256.2767,0.4867
211.2,0.34,230.4433,0.34,240.21,0.29,223.9233,0.3767,188.3367,0.2833,217.9967,0.38,205.28,0.3533,216.2167,0.3533,237.87,0.48,237.8733,0.4567,193.93,0.34,200.5633,0.3533,203.4667,0.3467,222.59,0.41,257.6467,0.4367
212.29,0.3633,231.87,0.3,241.25,0.2733,225.1033,0.3767,189.2833,0.2767,219.1867,0.3833,206.3533,0.3367,217.3267,0.35,239.1067,0.4733,239.6933,0.3,194.91,0.3333,201.61,0.3333,204.39,0.3333,223.8333,0.4067,259.2167,0.55
213.3733,0.35,233.1867,0.33,242.3167,0.3067,226.2833,0.3933,190.2433,0.2733,220.2933,0.3833,207.3733,0.3267,218.4633,0.3867,240.3633,0.4667,241.14,0.4533,195.92,0.3533,202.7233,0.3467,205.2667,0.32,225.1567,0.46,260.3867,0.4867
214.4733,0.33,234.3433,0.2867,243.46,0.3467,227.4367,0.3633,191.18,0.28,221.41,0.36,208.3833,0.3167,219.5867,0.38,241.5633,0.5,242.4067,0.4433,196.92,0.3433,203.8233,0.2367,206.15,0.3067,226.3767,0.3733,261.61,0.4667
215.5633,0.3267,235.5933,0.3767,244.4933,0.26,228.6033,0.3733,192.1833,0.3033,222.5467,0.3433,209.41,0.3433,220.68,0.3167,242.81,0.48,243.7,0.45,197.9533,0.3667,205.04,0.43,207.1033,0.38,227.66,0.42,263.0233,0.42
216.7033,0.3667,236.7233,0.2833,245.6,0.2633,229.7767,0.35,193.1067,0.29,223.7133,0.3767,210.4833,0.37,221.7667,0.35,244.07,0.4767,244.94,0.46,198.96,0.2933,206.0367,0.3333,207.9567,0.3667,228.8367,0.4167,264.2133,0.36
217.8567,0.3733,237.88,0.3067,246.5967,0.2933,230.94,0.38,194.08,0.3,224.84,0.3667,211.5,0.36,222.89,0.3467,245.2767,0.4867,246.1967,0.45,199.9633,0.3733,207.0733,0.37,208.8433,0.2967,230.0633,0.38,265.51,0.33
219.0267,0.3767,239.09,0.2867,247.69,0.3233,232.0933,0.35,195.0367,0.2767,225.9267,0.3333,212.5533,0.3233,223.97,0.3533,246.4967,0.4667,247.4933,0.4767,200.98,0.3733,208.1033,0.3767,209.7867,0.3533,231.32,0.43,266.88,0.4033
220.1267,0.3333,240.2567,0.35,248.7533,0.28,233.18,0.3267,196.0567,0.3433,227.0667,0.3867,213.63,0.3433,225.06,0.34,247.6733,0.44,248.8233,0.4833,202.08,0.38,209.13,0.3567,210.7367,0.3433,232.6233,0.43,268.25,0.4067
221.2733,0.37,241.41,0.3267,249.7433,0.2467,234.34,0.3567,197.01,0.28,228.2233,0.3867,214.7167,0.3233,226.19,0.3567,248.8567,0.46,250.0167,0.4367,203.25,0.4067,210.1667,0.37,211.63,0.3367,233.9367,0.4167,269.64,0.4167
222.4433,0.37,242.59,0.28,250.7333,0.2967,235.49,0.36,197.94,0.2967,229.3467,0.3067,215.7633,0.3567,227.3033,0.36,250.1233,0.4567,251.2467,0.4533,204.4467,0.4233,211.2,0.3567,212.5467,0.3433,235.17,0.34,270.8433,0.4533
223.57,0.37,243.8133,0.35,251.8233,0.3167,236.5933,0.3633,198.9167,0.3,230.4767,0.37,216.7967,0.3233,228.34,0.3367,251.2833,0.4533,252.4633,0.4333,205.67,0.44,212.24,0.32,213.4433,0.31,236.4,0.38,272.19,0.4433
224.6433,0.35,245.03,0.3233,252.73,0.2433,237.7867,0.3933,199.88,0.3,231.5933,0.3833,217.8,0.2967,229.4567,0.3733,252.5067,0.47,253.6567,0.44,206.7633,0.4233,213.28,0.3767,214.35,0.3233,237.53,0.36,273.6433,0.4533
225.74,0.36,246.25,0.33,253.7733,0.27,238.9933,0.37,200.8733,0.2967,232.7167,0.3967,218.8567,0.33,230.54,0.3433,253.79,0.5033,254.8633,0.4267,207.8267,0.3767,214.2967,0.3433,215.2767,0.3433,238.7767,0.3433,275.1467,0.5067
226.8633,0.3767,247.3967,0.2967,254.8433,0.31,240.1467,0.3567,201.8333,0.2733,233.88,0.4367,219.8767,0.3133,231.6033,0.3433,254.97,0.4667,256.1167,0.4333,208.8667,0.3833,215.3333,0.35,216.25,0.3833,240.1633,0.4667,276.46,0.32
227.9667,0.3667,248.5967,0.3467,255.83,0.2667,241.2867,0.35,202.7667,0.2667,234.99,0.38,220.91,0.33,232.71,0.3467,256.2267,0.4567,257.3433,0.4467,209.98,0.39,216.3567,0.3433,217.1667,0.2633,241.46,0.3967,277.8367,0.36
229.08,0.3833,249.73,0.2967,256.8633,0.29,242.44,0.3633,203.6667,0.3067,236.0633,0.4133,221.95,0.28,233.8167,0.3533,257.4367,0.48,258.5767,0.45,211.1133,0.34,217.4067,0.35,218.11,0.3467,242.7,0.3933,279.2767,0.4333
230.23,0.35,250.8567,0.3033,257.8833,0.2433,243.51,0.3433,204.6533,0.3433,237.1867,0.3733,222.9933,0.3433,234.9367,0.3833,258.6033,0.4433,259.8233,0.4467,212.17,0.36,218.4167,0.3033,219.01,0.27,244.14,0.4167,280.4167,0.2867
231.35,0.3867,252.0167,0.3167,258.9467,0.2667,244.7167,0.3833,205.5833,0.2867,238.3133,0.4,224.0067,0.3333,236.0,0.3733,259.7267,0.3933,261.1033,0.4533,213.24,0.38,219.4533,0.3433,219.9333,0.3533,245.66,0.5033,281.7933,0.4467
232.48,0.35,253.28,0.3767,259.92,0.2767,245.85,0.37,206.5133,0.2833,239.49,0.4233,225.06,0.3333,237.0967,0.3533,260.9133,0.47,262.3467,0.4467,214.29,0.38,220.5033,0.36,220.8467,0.3133,246.8367,0.3767,283.1533,0.4333
233.61,0.3833,254.5633,0.3267,260.95,0.3167,247.0033,0.36,207.4567,0.2667,240.62,0.36,226.1233,0.35,238.1833,0.3733,262.1667,0.4933,263.5867,0.4433,215.3,0.37,221.5033,0.3433,221.7333,0.32,248.03,0.33,284.54,0.4467
234.7333,0.37,255.88,0.33,262.0067,0.26,248.1567,0.3667,208.4933,0.3633,241.7533,0.3533,227.1433,0.3167,239.2833,0.3467,263.4067,0.4833,264.8833,0.4633,216.2933,0.3567,222.5033,0.3333,222.6033,0.31,249.2533,0.42,285.8933,0.44
